SubstationID,Load
10003,3244.9
10004,4164.2
10005,7980.2
10006,3633.7
10007,6041.3
10001,1658.6
10002,4878.3
10003,3219.4
10004,4121.1
10005,7908.6
10006,3602.5
10007,6022.6
10001,1592
10002,4678.6
10003,3088.7
10004,3908.2
10005,7570.1
10006,3432.5
10007,5815.1
10001,1539.1
10002,4527.7
10003,2990.2
10004,3736
10005,7332.1
10006,3349
10007,5640.2
10001,1532
10002,4505.5
10003,2973.8
10004,3810.5
10005,7292.7
10006,3336.9
10007,5617.5
10001,1533.5
10002,4505
10003,2975
10004,3796.9
10005,7290
10006,3319.2
10007,5592.6
10001,1529.7
10002,4494.2
10003,2965.7
10004,3766.4
10005,7292.6
10006,3318.1
10007,5559.9
10001,1519.3
10002,4471.4
10003,2951.2
10004,3752.6
10005,7245.5
10006,3296.4
10007,5517.3
10001,1508.1
10002,4435.3
10003,2927.7
10004,3741.5
10005,7201.4
10006,3273.8
10007,5520.5
10001,1482.6
10002,4362.7
10003,2881.5
10004,3655.7
10005,7081.8
10006,3223.3
10007,5415.9
10001,1440.4
10002,4237.7
10003,2797.6
10004,3584.2
10005,6860.4
10006,3148.6
10007,5277.8
10001,1387.8
10002,4080.9
10003,2691.3
10004,3437.2
10005,6602.2
10006,3042.2
10007,5069.5
10001,1348.6
10002,3967.3
10003,2618.3
10004,3327.3
10005,6419.1
10006,2931.2
10007,4881.7
10001,1312.5
10002,3859.3
10003,2545.8
10004,3246.5
10005,6267.6
10006,2839.8
10007,4781.2
10001,1292.7
10002,3806.4
10003,2510.6
10004,3195.1
10005,6163.5
10006,2817.5
10007,4707.8
10001,1292.6
10002,3805.6
10003,2512.4
10004,3207.1
10005,6162.8
10006,2838.3
10007,4655.6
10001,1304.1
10002,3838.6
10003,2534.4
10004,3262.8
10005,6212.8
10006,2841.5
10007,4780.6
10001,1327.9
10002,3906.8
10003,2578.2
10004,3282.3
10005,6333.3
10006,2868
10007,4902.1
10001,1366.1
10002,4015.6
10003,2650.1
10004,3351.1
10005,6520.5
10006,2954.8
10007,5006.5
10001,1424.4
10002,4191.3
10003,2768.3
10004,3554.1
10005,6778.4
10006,3092.7
10007,5176.1
10001,1496.7
10002,4403.4
10003,2907.1
10004,3716.6
10005,7140.2
10006,3272.3
10007,5417.7
10001,1563.2
10002,4600.6
10003,3035.8
10004,3822.1
10005,7464.5
10006,3410.5
10007,5697.7
10001,1609.4
10002,4730.8
10003,3122.5
10004,3958.1
10005,7652.9
10006,3510.5
10007,5843.1
10001,1639.1
10002,4820.8
10003,3184
10004,4038.7
10005,7805.8
10006,3561.3
10007,5952.5
10001,1645.5
10002,4844.1
10003,3197
10004,4077.4
10005,7851.5
10006,3582.6
10007,5996.7
10001,1631.7
10002,4803.1
10003,3171.3
10004,4042.9
10005,7791.4
10006,3552.6
10007,5954.5
10001,1568.5
10002,4617.5
10003,3047
10004,3869.2
10005,7484.8
10006,3419.1
10007,5773.4
10001,1532.1
10002,4503.5
10003,2973.4
10004,3790.7
10005,7285.4
10006,3354.2
10007,5578.9
10001,1527.5
10002,4494.9
10003,2966.6
10004,3784.3
10005,7286.9
10006,3330.3
10007,5591.1
10001,1537
10002,4516.7
10003,2981.9
10004,3782
10005,7319.7
10006,3330.4
10007,5618.8
10001,1546.2
10002,4546.4
10003,2999.9
10004,3837.7
10005,7365.9
10006,3371.4
10007,5645.5
10001,1555
10002,4571.3
10003,3018
10004,3873.7
10005,7402.3
10006,3373
10007,5699.5
10001,1551.8
10002,4563.9
10003,3012.2
10004,3850.5
10005,7400
10006,3385.7
10007,5632
10001,1533.7
10002,4507.9
10003,2974.9
10004,3757.8
10005,7307.3
10006,3357.3
10007,5641.8
10001,1495
10002,4394.1
10003,2900.7
10004,3682.9
10005,7102.6
10006,3274.7
10007,5481.8
10001,1444
10002,4248.5
10003,2803.2
10004,3583.9
10005,6882.8
10006,3144.6
10007,5315.1
10001,1393.5
10002,4097.6
10003,2704.4
10004,3445.1
10005,6634.2
10006,2995.5
10007,5059.9
10001,1344.8
10002,3954.2
10003,2609.9
10004,3304.8
10005,6376.5
10006,2933.3
10007,4888.2
10001,1318.7
10002,3875.4
10003,2559.7
10004,3237.6
10005,6290
10006,2845.1
10007,4768.9
10001,1311.6
10002,3855.8
10003,2544.5
10004,3273.2
10005,6243.9
10006,2859.1
10007,4753.2
10001,1321.9
10002,3888.2
10003,2565
10004,3295.6
10005,6277.5
10006,2853.8
10007,4791.8
10001,1342.8
10002,3950.8
10003,2609.4
10004,3344.5
10005,6412.9
10006,2907.2
10007,4914.2
10001,1380.2
10002,4059.5
10003,2679.3
10004,3398.7
10005,6593.5
10006,3024.8
10007,5061.4
10001,1444.8
10002,4248.2
10003,2806
10004,3600.6
10005,6892.4
10006,3134.3
10007,5314
10001,1530.6
10002,4496.7
10003,2966
10004,3761.9
10005,7286
10006,3312.3
10007,5543.7
10001,1610.4
10002,4729.5
10003,3123.5
10004,3977
10005,7673.1
10006,3489.5
10007,5820
10001,1659.2
10002,4880
10003,3220
10004,4116.8
10005,7898.6
10006,3597.2
10007,6065.7
10001,1689.1
10002,4967
10003,3279.2
10004,4185.2
10005,8045.3
10006,3675.3
10007,6159.1
10001,1698.5
10002,4998
10003,3299.4
10004,4183.9
10005,8078.3
10006,3678.3
10007,6176.9
10001,1694.2
10002,4980.3
10003,3288.3
10004,4192.7
10005,8073.7
10006,3666
10007,6227.9
10001,1651.3
10002,4855.3
10003,3203.7
10004,4003.6
10005,7873.4
10006,3612.4
10007,6060.3
10001,1625.9
10002,4775.6
10003,3152.6
10004,4014.8
10005,7739
10006,3529.9
10007,5910.3
10001,1634.1
10002,4805.8
10003,3171.8
10004,4010.9
10005,7787.1
10006,3564.8
10007,5952.8
10001,1645.6
10002,4841.7
10003,3194.4
10004,4097.2
10005,7833
10006,3584
10007,6040.5
10001,1650.6
10002,4846.4
10003,3198.2
10004,4035
10005,7843.4
10006,3580.6
10007,6012.1
10001,1659.2
10002,4879.9
10003,3221.4
10004,4075.5
10005,7904.4
10006,3628.7
10007,6051.7
10001,1656.4
10002,4876.5
10003,3218.8
10004,4097
10005,7886.1
10006,3614.1
10007,6091.1
10001,1646.3
10002,4843.1
10003,3197.7
10004,4052.2
10005,7849.7
10006,3569.1
10007,5999.3
10001,1631.9
10002,4803.5
10003,3170
10004,4036.8
10005,7758.5
10006,3555.6
10007,5930.7
10001,1613.9
10002,4745.2
10003,3131.9
10004,3997.2
10005,7683.2
10006,3510.6
10007,5857.4
10001,1537.6
10002,4526.1
10003,2986.1
10004,3789.4
10005,7351
10006,3345.5
10007,5578.4
10001,1415.5
10002,4165.1
10003,2747.9
10004,3510.3
10005,6737.3
10006,3063.5
10007,5158.2
10001,1353.1
10002,3979.8
10003,2626.1
10004,3328.5
10005,6434.9
10006,2935.9
10007,4893.3
10001,1333.8
10002,3923.9
10003,2588.9
10004,3276.9
10005,6354.4
10006,2888.3
10007,4872.8
10001,1337.1
10002,3936.3
10003,2600.2
10004,3306.1
10005,6379.7
10006,2907.6
10007,4879.9
10001,1355.3
10002,3994.6
10003,2635
10004,3347.9
10005,6467.7
10006,2952
10007,4986.6
10001,1388.6
10002,4084.4
10003,2696.7
10004,3455.9
10005,6617.9
10006,3041.3
10007,5077.8
10001,1448
10002,4258.1
10003,2809.3
10004,3540.8
10005,6898.3
10006,3130.9
10007,5250.2
10001,1536.5
10002,4521.2
10003,2984.6
10004,3796
10005,7332.4
10006,3339.6
10007,5592.1
10001,1630.7
10002,4795.9
10003,3164
10004,4064.5
10005,7774.6
10006,3544.4
10007,5937.4
10001,1691.4
10002,4969.9
10003,3280.7
10004,4165.5
10005,8039.4
10006,3656.2
10007,6121
10001,1722.4
10002,5064
10003,3343.1
10004,4244.6
10005,8199.1
10006,3753.2
10007,6236.7
10001,1723.7
10002,5078.1
10003,3350.8
10004,4286.4
10005,8240.3
10006,3772.6
10007,6238.8
10001,1713.5
10002,5037
10003,3324.2
10004,4248.2
10005,8162.9
10006,3724.7
10007,6196.5
10001,1662.2
10002,4889
10003,3225.6
10004,4139.6
10005,7908.7
10006,3604.5
10007,6100.3
10001,1636.6
10002,4809.7
10003,3174.7
10004,4037.9
10005,7783.9
10006,3580.8
10007,6011.9
10001,1640.2
10002,4826
10003,3183.2
10004,4074.9
10005,7825.1
10006,3596.3
10007,6022.6
10001,1651.9
10002,4860.8
10003,3207.1
10004,4088.5
10005,7875.3
10006,3577.2
10007,6022.2
10001,1657.1
10002,4872.2
10003,3217.8
10004,4122.6
10005,7916.6
10006,3614.1
10007,6038.1
10001,1668.4
10002,4905.8
10003,3239.2
10004,4134.1
10005,7942.3
10006,3602.5
10007,6038
10001,1666.8
10002,4909.1
10003,3241
10004,4095.9
10005,7960.1
10006,3624.3
10007,6138.9
10001,1655.8
10002,4869.8
10003,3214.8
10004,4090.8
10005,7894.5
10006,3594.8
10007,6022.8
10001,1640.7
10002,4826.8
10003,3185.7
10004,4048.7
10005,7818.8
10006,3555.4
10007,5948.2
10001,1622.5
10002,4765.9
10003,3145.7
10004,3989.1
10005,7720.6
10006,3526.4
10007,5921.6
10001,1549
10002,4556.2
10003,3005.7
10004,3810.5
10005,7368.8
10006,3379.1
10007,5699.4
10001,1422.8
10002,4183.3
10003,2760.3
10004,3536.6
10005,6790
10006,3111.8
10007,5240.5
10001,1355.9
10002,3989.8
10003,2636.5
10004,3352.5
10005,6453.8
10006,2950.5
10007,4960
10001,1337.7
10002,3937.6
10003,2598.3
10004,3310.6
10005,6368.7
10006,2894.2
10007,4828.7
10001,1343
10002,3950.6
10003,2606.1
10004,3349.1
10005,6385.8
10006,2916.6
10007,4899.4
10001,1362.5
10002,4006.8
10003,2645.4
10004,3334
10005,6491
10006,2969.7
10007,4882.3
10001,1396.4
10002,4097.7
10003,2706.1
10004,3452.3
10005,6645
10006,3062.6
10007,5111.7
10001,1453.3
10002,4274.8
10003,2821.3
10004,3542
10005,6915.1
10006,3151.7
10007,5288.3
10001,1546.6
10002,4544.7
10003,3001.6
10004,3817.6
10005,7335.3
10006,3381.3
10007,5632
10001,1639.3
10002,4825.5
10003,3185.8
10004,4027
10005,7820.1
10006,3549.9
10007,6008.6
10001,1705.5
10002,5019.4
10003,3312.3
10004,4201.5
10005,8105.6
10006,3729.3
10007,6245.4
10001,1739.9
10002,5119.1
10003,3379.8
10004,4283.7
10005,8300.8
10006,3773.7
10007,6349.8
10001,1737.5
10002,5111.5
10003,3373.4
10004,4272.5
10005,8293.9
10006,3783.7
10007,6277.7
10001,1723.2
10002,5068.2
10003,3346.2
10004,4286.2
10005,8206.3
10006,3720.3
10007,6287.4
10001,1669.4
10002,4907.6
10003,3237.5
10004,4153.2
10005,7950.5
10006,3667.9
10007,6099.1
10001,1638.3
10002,4820.2
10003,3180.1
10004,4050.3
10005,7810.5
10006,3568.7
10007,5978.1
10001,1648.8
10002,4844.2
10003,3195.8
10004,4075.7
10005,7849.5
10006,3593.7
10007,5996.3
10001,1656.4
10002,4873.3
10003,3217.7
10004,4103.7
10005,7903
10006,3620
10007,6065.5
10001,1656.7
10002,4879
10003,3219.5
10004,4095.3
10005,7909.8
10006,3609.6
10007,6097.6
10001,1670.3
10002,4911.7
10003,3243.1
10004,4142.2
10005,7939.9
10006,3632.8
10007,6132.9
10001,1672.9
10002,4919
10003,3248.4
10004,4133.1
10005,7984.7
10006,3628
10007,6137
10001,1663.6
10002,4892.9
10003,3226.5
10004,4115.6
10005,7943.4
10006,3584.9
10007,6052.8
10001,1650.2
10002,4854.1
10003,3203.7
10004,4083.7
10005,7881.2
10006,3593.4
10007,6010.9
10001,1635
10002,4807.9
10003,3172.9
10004,4051.9
10005,7801.9
10006,3577.8
10007,5931.2
10001,1561.4
10002,4598.2
10003,3033.6
10004,3853.8
10005,7437.6
10006,3395.1
10007,5740.1
10001,1433.5
10002,4218
10003,2782.4
10004,3532.4
10005,6838.7
10006,3128.6
10007,5246.3
10001,1366.9
10002,4020.7
10003,2653.7
10004,3385.2
10005,6506.9
10006,2979
10007,4931.5
10001,1348.9
10002,3965.9
10003,2617.7
10004,3360.3
10005,6401.4
10006,2925
10007,4935.3
10001,1351.4
10002,3979.3
10003,2628.8
10004,3329
10005,6449.3
10006,2951.3
10007,4907.2
10001,1373.7
10002,4039.5
10003,2666.4
10004,3400.1
10005,6549.7
10006,3001.3
10007,5026.3
10001,1406
10002,4136.9
10003,2731.5
10004,3496.8
10005,6702.7
10006,3067.2
10007,5129.7
10001,1467.6
10002,4316.5
10003,2849.1
10004,3620.6
10005,6993
10006,3181.3
10007,5410
10001,1554.7
10002,4573.5
10003,3018
10004,3858.8
10005,7401
10006,3371.9
10007,5668.5
10001,1646.8
10002,4844.4
10003,3198.5
10004,4062
10005,7847.7
10006,3601
10007,6021.2
10001,1714.5
10002,5041.2
10003,3328.5
10004,4239.6
10005,8175.5
10006,3740.7
10007,6257.1
10001,1751.9
10002,5153.6
10003,3400
10004,4306.2
10005,8345
10006,3809.5
10007,6407.9
10001,1759.4
10002,5172.7
10003,3413.8
10004,4310.1
10005,8390.7
10006,3842.9
10007,6428.3
10001,1748
10002,5138.4
10003,3391.6
10004,4281.2
10005,8330.6
10006,3795.9
10007,6391.5
10001,1690.3
10002,4967.6
10003,3278.4
10004,4151.3
10005,8045.8
10006,3693.5
10007,6159.4
10001,1660.8
10002,4881.2
10003,3221.5
10004,4080.5
10005,7892
10006,3646.6
10007,6040.9
10001,1667.8
10002,4903.9
10003,3234.4
10004,4169.5
10005,7942.8
10006,3637.2
10007,6055.1
10001,1679.5
10002,4939.5
10003,3261.6
10004,4181.4
10005,8001
10006,3664.3
10007,6124.5
10001,1682.3
10002,4943.6
10003,3262
10004,4138.8
10005,8006.9
10006,3653.7
10007,6195.7
10001,1689.6
10002,4966.4
10003,3277.6
10004,4189.9
10005,8032
10006,3673.7
10007,6107
10001,1687.1
10002,4962.3
10003,3274.8
10004,4202.6
10005,8040.6
10006,3680.3
10007,6113.1
10001,1674.6
10002,4926.3
10003,3251.6
10004,4144.1
10005,7983.4
10006,3650.4
10007,6141.1
10001,1661
10002,4886.1
10003,3224.6
10004,4094.3
10005,7922
10006,3629.1
10007,6129.1
10001,1644.8
10002,4834.9
10003,3193.4
10004,4072.4
10005,7823.5
10006,3592.6
10007,6020.2
10001,1571.8
10002,4618.6
10003,3047.6
10004,3887
10005,7479.7
10006,3392.2
10007,5682.6
10001,1438.5
10002,4239.7
10003,2797.8
10004,3577.2
10005,6851.1
10006,3143.6
10007,5234.7
10001,1374.2
10002,4037.3
10003,2664.5
10004,3399.9
10005,6526.7
10006,3005.8
10007,5008
10001,1351.2
10002,3976.9
10003,2626
10004,3361
10005,6447.3
10006,2940.1
10007,4952.8
10001,1358.5
10002,3996
10003,2636.5
10004,3388.1
10005,6472.4
10006,2933.7
10007,4903.4
10001,1375.4
10002,4047.6
10003,2670.3
10004,3402.5
10005,6554.2
10006,2993.7
10007,5043.5
10001,1405.8
10002,4137.6
10003,2731.4
10004,3500.2
10005,6717.7
10006,3038.7
10007,5150.2
10001,1467.9
10002,4318
10003,2850.5
10004,3619.5
10005,6992.5
10006,3166
10007,5356.1
10001,1561.5
10002,4585.8
10003,3027.3
10004,3843.8
10005,7432.7
10006,3393.9
10007,5718.2
10001,1660.7
10002,4881.1
10003,3220.7
10004,4073.5
10005,7905.4
10006,3591.8
10007,6061.9
10001,1730.2
10002,5090.3
10003,3358.1
10004,4319
10005,8244.6
10006,3782
10007,6285.4
10001,1767.8
10002,5199.3
10003,3433.3
10004,4375.3
10005,8433.6
10006,3879.2
10007,6489.5
10001,1775.1
10002,5223.1
10003,3449.2
10004,4398.8
10005,8454.9
10006,3872.1
10007,6468.2
10001,1758.2
10002,5173.6
10003,3414.6
10004,4332.2
10005,8371
10006,3818.7
10007,6435.6
10001,1699.8
10002,4999.6
10003,3299
10004,4206.6
10005,8098.8
10006,3712.5
10007,6163.7
10001,1664.9
10002,4895.9
10003,3230.6
10004,4100.6
10005,7928.4
10006,3628.1
10007,6072.2
10001,1670.7
10002,4913.5
10003,3243.8
10004,4154.5
10005,7972.4
10006,3635.6
10007,6123.2
10001,1683.2
10002,4947.1
10003,3263.7
10004,4172.5
10005,8019.8
10006,3639.3
10007,6075.9
10001,1680.4
10002,4952.3
10003,3267.3
10004,4164.4
10005,8020.7
10006,3681.3
10007,6071.6
10001,1693.3
10002,4977
10003,3285.7
10004,4198.2
10005,8062.3
10006,3677.8
10007,6183.5
10001,1691.9
10002,4975
10003,3284.6
10004,4171.5
10005,8063.8
10006,3668.9
10007,6165.8
10001,1677.5
10002,4934.3
10003,3255.6
10004,4190.3
10005,7999.3
10006,3645.7
10007,6120.5
10001,1655.3
10002,4868.8
10003,3214.2
10004,4097.7
10005,7895.8
10006,3603.9
10007,5990
10001,1626.5
10002,4783.9
10003,3157.2
10004,4010.8
10005,7757.8
10006,3551.6
10007,5942
10001,1547.9
10002,4548.6
10003,3000.9
10004,3831.3
10005,7372.5
10006,3356.8
10007,5664.5
10001,1417.3
10002,4174.9
10003,2755.2
10004,3504.1
10005,6761.9
10006,3078.7
10007,5205.2
10001,1347.9
10002,3968
10003,2619.5
10004,3318.6
10005,6440.6
10006,2933.5
10007,4935.6
10001,1325.5
10002,3899.2
10003,2573.8
10004,3266.8
10005,6299
10006,2870.5
10007,4814.2
10001,1327.1
10002,3901.7
10003,2577.4
10004,3273.8
10005,6335.7
10006,2858.7
10007,4803.3
10001,1340.7
10002,3944.5
10003,2603.8
10004,3329.3
10005,6374.7
10006,2912.8
10007,4932.8
10001,1369.2
10002,4027.1
10003,2657.9
10004,3350.5
10005,6527
10006,2978.1
10007,4985
10001,1418.6
10002,4172.7
10003,2755.3
10004,3484.2
10005,6769.3
10006,3109.5
10007,5229.8
10001,1491.2
10002,4383
10003,2894.1
10004,3701.4
10005,7108.2
10006,3236.3
10007,5435.8
10001,1568.4
10002,4610.7
10003,3043.3
10004,3857.7
10005,7483.5
10006,3411.8
10007,5728.8
10001,1628.3
10002,4787.7
10003,3161.1
10004,4022.8
10005,7740
10006,3549.9
10007,5974.2
10001,1662.7
10002,4894.8
10003,3231.1
10004,4097.4
10005,7927.5
10006,3631.7
10007,6060.8
10001,1673
10002,4915.4
10003,3244.3
10004,4151.2
10005,7957.5
10006,3630.8
10007,6077.4
10001,1660.1
10002,4879.6
10003,3219.1
10004,4083.6
10005,7905.8
10006,3565.6
10007,6060.2
10001,1589.2
10002,4679.2
10003,3088.5
10004,3950.7
10005,7575.7
10006,3448.8
10007,5808.8
10001,1538.7
10002,4528.4
10003,2989.1
10004,3767.6
10005,7337.3
10006,3349.2
10007,5586.3
10001,1531.5
10002,4505
10003,2973.5
10004,3803.4
10005,7307.4
10006,3339.8
10007,5622.3
10001,1532.8
10002,4505.2
10003,2973.7
10004,3792.9
10005,7303.6
10006,3310.2
10007,5585.6
10001,1529.4
10002,4495
10003,2966.5
10004,3781.8
10005,7274.2
10006,3304.5
10007,5616.5
10001,1518.5
10002,4471.3
10003,2950.8
10004,3786.7
10005,7253.7
10006,3286.8
10007,5509.4
10001,1509.4
10002,4437.3
10003,2928.8
10004,3749
10005,7194.2
10006,3284.5
10007,5463.1
10001,1484.8
10002,4364.9
10003,2879.4
10004,3690.9
10005,7068.5
10006,3249.6
10007,5391.5
10001,1439.9
10002,4238.2
10003,2797.9
10004,3566.5
10005,6882.9
10006,3148.8
10007,5288.2
10001,1387.7
10002,4078.9
10003,2692.2
10004,3446.1
10005,6622.2
10006,3022.2
10007,5062.7
10001,1349.1
10002,3966.4
10003,2617
10004,3332.3
10005,6429
10006,2953
10007,4945.4
10001,1311.8
10002,3860.3
10003,2547
10004,3229.8
10005,6248.6
10006,2888.3
10007,4751.7
10001,1295.1
10002,3804.5
10003,2511.3
10004,3213.6
10005,6180.7
10006,2818
10007,4724.6
10001,1293.3
10002,3805.4
10003,2509.9
10004,3166.7
10005,6168.1
10006,2823.8
10007,4699.4
10001,1305.4
10002,3839.4
10003,2534.8
10004,3238.2
10005,6217.1
10006,2851.6
10007,4798.4
10001,1328.6
10002,3904.8
10003,2577.5
10004,3272.2
10005,6325.1
10006,2855.5
10007,4869.1
10001,1364.8
10002,4012.7
10003,2649.3
10004,3387.3
10005,6505.9
10006,2999.4
10007,5018.1
10001,1425.4
10002,4191.6
10003,2765.2
10004,3546
10005,6792.6
10006,3100.2
10007,5186.2
10001,1496.9
10002,4404.2
10003,2905.9
10004,3704.7
10005,7128
10006,3262.4
10007,5497.1
10001,1565.1
10002,4600.8
10003,3036.8
10004,3860
10005,7457.8
10006,3404
10007,5676
10001,1611.7
10002,4731.6
10003,3121.6
10004,3997.3
10005,7660.7
10006,3532
10007,5865.2
10001,1637.6
10002,4821.9
10003,3182.4
10004,4041.3
10005,7820.1
10006,3563.8
10007,5987.7
10001,1649.6
10002,4844.5
10003,3198.3
10004,4073
10005,7839.8
10006,3584.8
10007,6016.3
10001,1633.3
10002,4804.4
10003,3170.7
10004,4041.5
10005,7775.3
10006,3551.3
10007,5952.1
10001,1568.7
10002,4617.3
10003,3047.7
10004,3858.8
10005,7466
10006,3442.2
10007,5710.4
10001,1532.8
10002,4504.2
10003,2974
10004,3766.4
10005,7294.6
10006,3318
10007,5564.1
10001,1528.8
10002,4494.8
10003,2968.2
10004,3751.3
10005,7274.8
10006,3335.7
10007,5567.4
10001,1537.2
10002,4519.3
10003,2980.8
10004,3784.4
10005,7321.5
10006,3339.4
10007,5578.8
10001,1545.3
10002,4545.6
10003,3000.5
10004,3830.4
10005,7378.6
10006,3342.1
10007,5633.6
10001,1553.5
10002,4570.3
10003,3016.6
10004,3840.4
10005,7394.4
10006,3389.9
10007,5700.2
10001,1551.7
10002,4565.1
10003,3012.7
10004,3836.4
10005,7384.4
10006,3397.3
10007,5660
10001,1531
10002,4509.2
10003,2977.9
10004,3777.9
10005,7309.1
10006,3318.7
10007,5567.4
10001,1494.6
10002,4395.5
10003,2900.1
10004,3679
10005,7116.2
10006,3264
10007,5465
10001,1444.3
