TimeStamp,SubstationID,Load
2016-05-16 19:00:00,10007,4955.4
2016-05-16 18:00:00,10001,1355.4
2016-05-16 18:00:00,10002,3983.1
2016-05-16 18:00:00,10003,2626.7
2016-05-16 18:00:00,10004,3350.3
2016-05-16 18:00:00,10005,6438.1
2016-05-16 18:00:00,10006,2951.6
2016-05-16 18:00:00,10007,4985
2016-05-16 17:00:00,10001,1371.1
2016-05-16 17:00:00,10002,4035.4
2016-05-16 17:00:00,10003,2662.7
2016-05-16 17:00:00,10004,3421.5
2016-05-16 17:00:00,10005,6543.9
2016-05-16 17:00:00,10006,3004.8
2016-05-16 17:00:00,10007,4964
2016-05-16 16:00:00,10001,1404.6
2016-05-16 16:00:00,10002,4129.6
2016-05-16 16:00:00,10003,2724.3
2016-05-16 16:00:00,10004,3490.5
2016-05-16 16:00:00,10005,6680.7
2016-05-16 16:00:00,10006,3055.8
2016-05-16 16:00:00,10007,5161.3
2016-05-16 15:00:00,10001,1466
2016-05-16 15:00:00,10002,4307.2
2016-05-16 15:00:00,10003,2843
2016-05-16 15:00:00,10004,3625.5
2016-05-16 15:00:00,10005,6971.3
2016-05-16 15:00:00,10006,3193
2016-05-16 15:00:00,10007,5365.5
2016-05-16 14:00:00,10001,1557.4
2016-05-16 14:00:00,10002,4577.4
2016-05-16 14:00:00,10003,3021.9
2016-05-16 14:00:00,10004,3846.6
2016-05-16 14:00:00,10005,7411.6
2016-05-16 14:00:00,10006,3363
2016-05-16 14:00:00,10007,5687.3
2016-05-16 13:00:00,10001,1655.9
2016-05-16 13:00:00,10002,4871.7
2016-05-16 13:00:00,10003,3217.2
2016-05-16 13:00:00,10004,4070
2016-05-16 13:00:00,10005,7918.5
2016-05-16 13:00:00,10006,3603.8
2016-05-16 13:00:00,10007,6027.7
2016-05-16 12:00:00,10001,1729
2016-05-16 12:00:00,10002,5084.2
2016-05-16 12:00:00,10003,3354.6
2016-05-16 12:00:00,10004,4307.2
2016-05-16 12:00:00,10005,8234
2016-05-16 12:00:00,10006,3753.4
2016-05-16 12:00:00,10007,6284.4
2016-05-16 11:00:00,10001,1766
2016-05-16 11:00:00,10002,5192.2
2016-05-16 11:00:00,10003,3429
2016-05-16 11:00:00,10004,4372.9
2016-05-16 11:00:00,10005,8407
2016-05-16 11:00:00,10006,3835.6
2016-05-16 11:00:00,10007,6444.3
2016-05-16 10:00:00,10001,1773.9
2016-05-16 10:00:00,10002,5215.5
2016-05-16 10:00:00,10003,3443.7
2016-05-16 10:00:00,10004,4368.1
2016-05-16 10:00:00,10005,8443.7
2016-05-16 10:00:00,10006,3852.8
2016-05-16 10:00:00,10007,6439.4
2016-05-16 09:00:00,10001,1758.1
2016-05-16 09:00:00,10002,5170.4
2016-05-16 09:00:00,10003,3409.9
2016-05-16 09:00:00,10004,4360.1
2016-05-16 09:00:00,10005,8385.5
2016-05-16 09:00:00,10006,3811.7
2016-05-16 09:00:00,10007,6391.7
2016-05-16 08:00:00,10001,1700.2
2016-05-16 08:00:00,10002,4993.9
2016-05-16 08:00:00,10003,3296
2016-05-16 08:00:00,10004,4173.1
2016-05-16 08:00:00,10005,8103.4
2016-05-16 08:00:00,10006,3699.8
2016-05-16 08:00:00,10007,6182.2
2016-05-16 07:00:00,10001,1664.4
2016-05-16 07:00:00,10002,4891.1
2016-05-16 07:00:00,10003,3231
2016-05-16 07:00:00,10004,4095.3
2016-05-16 07:00:00,10005,7903.8
2016-05-16 07:00:00,10006,3591.7
2016-05-16 07:00:00,10007,6087.2
2016-05-16 06:00:00,10001,1669.9
2016-05-16 06:00:00,10002,4912
2016-05-16 06:00:00,10003,3240.6
2016-05-16 06:00:00,10004,4137.9
2016-05-16 06:00:00,10005,7943.3
2016-05-16 06:00:00,10006,3629.2
2016-05-16 06:00:00,10007,6060.1
2016-05-16 05:00:00,10001,1679.2
2016-05-16 05:00:00,10002,4941.7
2016-05-16 05:00:00,10003,3263.1
2016-05-16 05:00:00,10004,4148
2016-05-16 05:00:00,10005,7987.2
2016-05-16 05:00:00,10006,3664.1
2016-05-16 05:00:00,10007,6168.5
2016-05-16 04:00:00,10001,1682.5
2016-05-16 04:00:00,10002,4948.8
2016-05-16 04:00:00,10003,3265.4
2016-05-16 04:00:00,10004,4131.2
2016-05-16 04:00:00,10005,8020.9
2016-05-16 04:00:00,10006,3644.4
2016-05-16 04:00:00,10007,6146.6
2016-05-16 03:00:00,10001,1692.7
2016-05-16 03:00:00,10002,4974.8
2016-05-16 03:00:00,10003,3283.6
2016-05-16 03:00:00,10004,4167.7
2016-05-16 03:00:00,10005,8055.3
2016-05-16 03:00:00,10006,3694.6
2016-05-16 03:00:00,10007,6140.7
2016-05-16 02:00:00,10001,1692.3
2016-05-16 02:00:00,10002,4972.3
2016-05-16 02:00:00,10003,3280.8
2016-05-16 02:00:00,10004,4160.8
2016-05-16 02:00:00,10005,8066.1
2016-05-16 02:00:00,10006,3685
2016-05-16 02:00:00,10007,6160.8
2016-05-16 01:00:00,10001,1679.4
2016-05-16 01:00:00,10002,4931.9
2016-05-16 01:00:00,10003,3254.7
2016-05-16 01:00:00,10004,4132.2
2016-05-16 01:00:00,10005,7998.6
2016-05-16 01:00:00,10006,3642.3
2016-05-16 01:00:00,10007,6094.1
2016-05-16 00:00:00,10001,1655.2
2016-05-16 00:00:00,10002,4869
2016-05-16 00:00:00,10003,3213.6
2016-05-16 00:00:00,10004,4143.5
2016-05-16 00:00:00,10005,7881
2016-05-16 00:00:00,10006,3605.2
2016-05-16 00:00:00,10007,6000.9
2016-05-15 23:00:00,10001,1626.2
2016-05-15 23:00:00,10002,4782
2016-05-15 23:00:00,10003,3155.7
2016-05-15 23:00:00,10004,4011.7
2016-05-15 23:00:00,10005,7740.3
2016-05-15 23:00:00,10006,3526.3
2016-05-15 23:00:00,10007,5987.5
2016-05-15 22:00:00,10001,1544.9
2016-05-15 22:00:00,10002,4546
2016-05-15 22:00:00,10003,3001
2016-05-15 22:00:00,10004,3816.7
2016-05-15 22:00:00,10005,7379.4
2016-05-15 22:00:00,10006,3347.4
2016-05-15 22:00:00,10007,5638.7
2016-05-15 21:00:00,10001,1418.6
2016-05-15 21:00:00,10002,4176
2016-05-15 21:00:00,10003,2755.1
2016-05-15 21:00:00,10004,3515.5
2016-05-15 21:00:00,10005,6770
2016-05-15 21:00:00,10006,3082.9
2016-05-15 21:00:00,10007,5165.9
2016-05-15 20:00:00,10001,1347.8
2016-05-15 20:00:00,10002,3965.7
2016-05-15 20:00:00,10003,2617
2016-05-15 20:00:00,10004,3286.8
2016-05-15 20:00:00,10005,6429.2
2016-05-15 20:00:00,10006,2943.2
2016-05-15 20:00:00,10007,4918.4
2016-05-15 19:00:00,10001,1325.4
2016-05-15 19:00:00,10002,3898.3
2016-05-15 19:00:00,10003,2572.9
2016-05-15 19:00:00,10004,3298.2
2016-05-15 19:00:00,10005,6329.7
2016-05-15 19:00:00,10006,2918.4
2016-05-15 19:00:00,10007,4818
2016-05-15 18:00:00,10001,1326
2016-05-15 18:00:00,10002,3901.6
2016-05-15 18:00:00,10003,2576.3
2016-05-15 18:00:00,10004,3259.4
2016-05-15 18:00:00,10005,6319.9
2016-05-15 18:00:00,10006,2868.8
2016-05-15 18:00:00,10007,4818.6
2016-05-15 17:00:00,10001,1341.6
2016-05-15 17:00:00,10002,3945.3
2016-05-15 17:00:00,10003,2603.1
2016-05-15 17:00:00,10004,3293.3
2016-05-15 17:00:00,10005,6393
2016-05-15 17:00:00,10006,2934.6
2016-05-15 17:00:00,10007,4865.2
2016-05-15 16:00:00,10001,1368.7
2016-05-15 16:00:00,10002,4024.4
2016-05-15 16:00:00,10003,2656.2
2016-05-15 16:00:00,10004,3404.7
2016-05-15 16:00:00,10005,6528.8
2016-05-15 16:00:00,10006,2952
2016-05-15 16:00:00,10007,5026.1
2016-05-15 15:00:00,10001,1417.2
2016-05-15 15:00:00,10002,4173.5
2016-05-15 15:00:00,10003,2753
2016-05-15 15:00:00,10004,3509.1
2016-05-15 15:00:00,10005,6754.8
2016-05-15 15:00:00,10006,3095.2
2016-05-15 15:00:00,10007,5192.2
2016-05-15 14:00:00,10001,1491.2
2016-05-15 14:00:00,10002,4383.3
2016-05-15 14:00:00,10003,2894.3
2016-05-15 14:00:00,10004,3672.4
2016-05-15 14:00:00,10005,7125
2016-05-15 14:00:00,10006,3241.6
2016-05-15 14:00:00,10007,5416.9
2016-05-15 13:00:00,10001,1566.6
2016-05-15 13:00:00,10002,4608.9
2016-05-15 13:00:00,10003,3041.9
2016-05-15 13:00:00,10004,3893.1
2016-05-15 13:00:00,10005,7462.3
2016-05-15 13:00:00,10006,3408.6
2016-05-15 13:00:00,10007,5721.4
2016-05-15 12:00:00,10001,1629.2
2016-05-15 12:00:00,10002,4788.3
2016-05-15 12:00:00,10003,3159.5
2016-05-15 12:00:00,10004,3994.7
2016-05-15 12:00:00,10005,7768.4
2016-05-15 12:00:00,10006,3525.9
2016-05-15 12:00:00,10007,5937.6
2016-05-15 11:00:00,10001,1664.5
2016-05-15 11:00:00,10002,4895.8
2016-05-15 11:00:00,10003,3229.2
2016-05-15 11:00:00,10004,4094.9
2016-05-15 11:00:00,10005,7918
2016-05-15 11:00:00,10006,3622.1
2016-05-15 11:00:00,10007,6051.5
2016-05-15 10:00:00,10001,1672.7
2016-05-15 10:00:00,10002,4915.6
2016-05-15 10:00:00,10003,3244.9
2016-05-15 10:00:00,10004,4164.2
2016-05-15 10:00:00,10005,7980.2
2016-05-15 10:00:00,10006,3633.7
2016-05-15 10:00:00,10007,6041.3
2016-05-15 09:00:00,10001,1658.6
2016-05-15 09:00:00,10002,4878.3
2016-05-15 09:00:00,10003,3219.4
2016-05-15 09:00:00,10004,4121.1
2016-05-15 09:00:00,10005,7908.6
2016-05-15 09:00:00,10006,3602.5
2016-05-15 09:00:00,10007,6022.6
2016-05-15 08:00:00,10001,1592
2016-05-15 08:00:00,10002,4678.6
2016-05-15 08:00:00,10003,3088.7
2016-05-15 08:00:00,10004,3908.2
2016-05-15 08:00:00,10005,7570.1
2016-05-15 08:00:00,10006,3432.5
2016-05-15 08:00:00,10007,5815.1
2016-05-15 07:00:00,10001,1539.1
2016-05-15 07:00:00,10002,4527.7
2016-05-15 07:00:00,10003,2990.2
2016-05-15 07:00:00,10004,3736
2016-05-15 07:00:00,10005,7332.1
2016-05-15 07:00:00,10006,3349
2016-05-15 07:00:00,10007,5640.2
2016-05-15 06:00:00,10001,1532
2016-05-15 06:00:00,10002,4505.5
2016-05-15 06:00:00,10003,2973.8
2016-05-15 06:00:00,10004,3810.5
2016-05-15 06:00:00,10005,7292.7
2016-05-15 06:00:00,10006,3336.9
2016-05-15 06:00:00,10007,5617.5
2016-05-15 05:00:00,10001,1533.5
2016-05-15 05:00:00,10002,4505
2016-05-15 05:00:00,10003,2975
2016-05-15 05:00:00,10004,3796.9
2016-05-15 05:00:00,10005,7290
2016-05-15 05:00:00,10006,3319.2
2016-05-15 05:00:00,10007,5592.6
2016-05-15 04:00:00,10001,1529.7
2016-05-15 04:00:00,10002,4494.2
2016-05-15 04:00:00,10003,2965.7
2016-05-15 04:00:00,10004,3766.4
2016-05-15 04:00:00,10005,7292.6
2016-05-15 04:00:00,10006,3318.1
2016-05-15 04:00:00,10007,5559.9
2016-05-15 03:00:00,10001,1519.3
2016-05-15 03:00:00,10002,4471.4
2016-05-15 03:00:00,10003,2951.2
2016-05-15 03:00:00,10004,3752.6
2016-05-15 03:00:00,10005,7245.5
2016-05-15 03:00:00,10006,3296.4
2016-05-15 03:00:00,10007,5517.3
2016-05-15 02:00:00,10001,1508.1
2016-05-15 02:00:00,10002,4435.3
2016-05-15 02:00:00,10003,2927.7
2016-05-15 02:00:00,10004,3741.5
2016-05-15 02:00:00,10005,7201.4
2016-05-15 02:00:00,10006,3273.8
2016-05-15 02:00:00,10007,5520.5
2016-05-15 01:00:00,10001,1482.6
2016-05-15 01:00:00,10002,4362.7
2016-05-15 01:00:00,10003,2881.5
2016-05-15 01:00:00,10004,3655.7
2016-05-15 01:00:00,10005,7081.8
2016-05-15 01:00:00,10006,3223.3
2016-05-15 01:00:00,10007,5415.9
2016-05-15 00:00:00,10001,1440.4
2016-05-15 00:00:00,10002,4237.7
2016-05-15 00:00:00,10003,2797.6
2016-05-15 00:00:00,10004,3584.2
2016-05-15 00:00:00,10005,6860.4
2016-05-15 00:00:00,10006,3148.6
2016-05-15 00:00:00,10007,5277.8
2016-05-14 23:00:00,10001,1387.8
2016-05-14 23:00:00,10002,4080.9
2016-05-14 23:00:00,10003,2691.3
2016-05-14 23:00:00,10004,3437.2
2016-05-14 23:00:00,10005,6602.2
2016-05-14 23:00:00,10006,3042.2
2016-05-14 23:00:00,10007,5069.5
2016-05-14 22:00:00,10001,1348.6
2016-05-14 22:00:00,10002,3967.3
2016-05-14 22:00:00,10003,2618.3
2016-05-14 22:00:00,10004,3327.3
2016-05-14 22:00:00,10005,6419.1
2016-05-14 22:00:00,10006,2931.2
2016-05-14 22:00:00,10007,4881.7
2016-05-14 21:00:00,10001,1312.5
2016-05-14 21:00:00,10002,3859.3
2016-05-14 21:00:00,10003,2545.8
2016-05-14 21:00:00,10004,3246.5
2016-05-14 21:00:00,10005,6267.6
2016-05-14 21:00:00,10006,2839.8
2016-05-14 21:00:00,10007,4781.2
2016-05-14 20:00:00,10001,1292.7
2016-05-14 20:00:00,10002,3806.4
2016-05-14 20:00:00,10003,2510.6
2016-05-14 20:00:00,10004,3195.1
2016-05-14 20:00:00,10005,6163.5
2016-05-14 20:00:00,10006,2817.5
2016-05-14 20:00:00,10007,4707.8
2016-05-14 19:00:00,10001,1292.6
2016-05-14 19:00:00,10002,3805.6
2016-05-14 19:00:00,10003,2512.4
2016-05-14 19:00:00,10004,3207.1
2016-05-14 19:00:00,10005,6162.8
2016-05-14 19:00:00,10006,2838.3
2016-05-14 19:00:00,10007,4655.6
2016-05-14 18:00:00,10001,1304.1
2016-05-14 18:00:00,10002,3838.6
2016-05-14 18:00:00,10003,2534.4
2016-05-14 18:00:00,10004,3262.8
2016-05-14 18:00:00,10005,6212.8
2016-05-14 18:00:00,10006,2841.5
2016-05-14 18:00:00,10007,4780.6
2016-05-14 17:00:00,10001,1327.9
2016-05-14 17:00:00,10002,3906.8
2016-05-14 17:00:00,10003,2578.2
2016-05-14 17:00:00,10004,3282.3
2016-05-14 17:00:00,10005,6333.3
2016-05-14 17:00:00,10006,2868
2016-05-14 17:00:00,10007,4902.1
2016-05-14 16:00:00,10001,1366.1
2016-05-14 16:00:00,10002,4015.6
2016-05-14 16:00:00,10003,2650.1
2016-05-14 16:00:00,10004,3351.1
2016-05-14 16:00:00,10005,6520.5
2016-05-14 16:00:00,10006,2954.8
2016-05-14 16:00:00,10007,5006.5
2016-05-14 15:00:00,10001,1424.4
2016-05-14 15:00:00,10002,4191.3
2016-05-14 15:00:00,10003,2768.3
2016-05-14 15:00:00,10004,3554.1
2016-05-14 15:00:00,10005,6778.4
2016-05-14 15:00:00,10006,3092.7
2016-05-14 15:00:00,10007,5176.1
2016-05-14 14:00:00,10001,1496.7
2016-05-14 14:00:00,10002,4403.4
2016-05-14 14:00:00,10003,2907.1
2016-05-14 14:00:00,10004,3716.6
2016-05-14 14:00:00,10005,7140.2
2016-05-14 14:00:00,10006,3272.3
2016-05-14 14:00:00,10007,5417.7
2016-05-14 13:00:00,10001,1563.2
2016-05-14 13:00:00,10002,4600.6
2016-05-14 13:00:00,10003,3035.8
2016-05-14 13:00:00,10004,3822.1
2016-05-14 13:00:00,10005,7464.5
2016-05-14 13:00:00,10006,3410.5
2016-05-14 13:00:00,10007,5697.7
2016-05-14 12:00:00,10001,1609.4
2016-05-14 12:00:00,10002,4730.8
2016-05-14 12:00:00,10003,3122.5
2016-05-14 12:00:00,10004,3958.1
2016-05-14 12:00:00,10005,7652.9
2016-05-14 12:00:00,10006,3510.5
2016-05-14 12:00:00,10007,5843.1
2016-05-14 11:00:00,10001,1639.1
2016-05-14 11:00:00,10002,4820.8
2016-05-14 11:00:00,10003,3184
2016-05-14 11:00:00,10004,4038.7
2016-05-14 11:00:00,10005,7805.8
2016-05-14 11:00:00,10006,3561.3
2016-05-14 11:00:00,10007,5952.5
2016-05-14 10:00:00,10001,1645.5
2016-05-14 10:00:00,10002,4844.1
2016-05-14 10:00:00,10003,3197
2016-05-14 10:00:00,10004,4077.4
2016-05-14 10:00:00,10005,7851.5
2016-05-14 10:00:00,10006,3582.6
2016-05-14 10:00:00,10007,5996.7
2016-05-14 09:00:00,10001,1631.7
2016-05-14 09:00:00,10002,4803.1
2016-05-14 09:00:00,10003,3171.3
2016-05-14 09:00:00,10004,4042.9
2016-05-14 09:00:00,10005,7791.4
2016-05-14 09:00:00,10006,3552.6
2016-05-14 09:00:00,10007,5954.5
2016-05-14 08:00:00,10001,1568.5
2016-05-14 08:00:00,10002,4617.5
2016-05-14 08:00:00,10003,3047
2016-05-14 08:00:00,10004,3869.2
2016-05-14 08:00:00,10005,7484.8
2016-05-14 08:00:00,10006,3419.1
2016-05-14 08:00:00,10007,5773.4
2016-05-14 07:00:00,10001,1532.1
2016-05-14 07:00:00,10002,4503.5
2016-05-14 07:00:00,10003,2973.4
2016-05-14 07:00:00,10004,3790.7
2016-05-14 07:00:00,10005,7285.4
2016-05-14 07:00:00,10006,3354.2
2016-05-14 07:00:00,10007,5578.9
2016-05-14 06:00:00,10001,1527.5
2016-05-14 06:00:00,10002,4494.9
2016-05-14 06:00:00,10003,2966.6
2016-05-14 06:00:00,10004,3784.3
2016-05-14 06:00:00,10005,7286.9
2016-05-14 06:00:00,10006,3330.3
2016-05-14 06:00:00,10007,5591.1
2016-05-14 05:00:00,10001,1537
2016-05-14 05:00:00,10002,4516.7
2016-05-14 05:00:00,10003,2981.9
2016-05-14 05:00:00,10004,3782
2016-05-14 05:00:00,10005,7319.7
2016-05-14 05:00:00,10006,3330.4
2016-05-14 05:00:00,10007,5618.8
2016-05-14 04:00:00,10001,1546.2
2016-05-14 04:00:00,10002,4546.4
2016-05-14 04:00:00,10003,2999.9
2016-05-14 04:00:00,10004,3837.7
2016-05-14 04:00:00,10005,7365.9
2016-05-14 04:00:00,10006,3371.4
2016-05-14 04:00:00,10007,5645.5
2016-05-14 03:00:00,10001,1555
2016-05-14 03:00:00,10002,4571.3
2016-05-14 03:00:00,10003,3018
2016-05-14 03:00:00,10004,3873.7
2016-05-14 03:00:00,10005,7402.3
2016-05-14 03:00:00,10006,3373
2016-05-14 03:00:00,10007,5699.5
2016-05-14 02:00:00,10001,1551.8
2016-05-14 02:00:00,10002,4563.9
2016-05-14 02:00:00,10003,3012.2
2016-05-14 02:00:00,10004,3850.5
2016-05-14 02:00:00,10005,7400
2016-05-14 02:00:00,10006,3385.7
2016-05-14 02:00:00,10007,5632
2016-05-14 01:00:00,10001,1533.7
2016-05-14 01:00:00,10002,4507.9
2016-05-14 01:00:00,10003,2974.9
2016-05-14 01:00:00,10004,3757.8
2016-05-14 01:00:00,10005,7307.3
2016-05-14 01:00:00,10006,3357.3
2016-05-14 01:00:00,10007,5641.8
2016-05-14 00:00:00,10001,1495
2016-05-14 00:00:00,10002,4394.1
2016-05-14 00:00:00,10003,2900.7
2016-05-14 00:00:00,10004,3682.9
2016-05-14 00:00:00,10005,7102.6
2016-05-14 00:00:00,10006,3274.7
2016-05-14 00:00:00,10007,5481.8
2016-05-13 23:00:00,10001,1444
2016-05-13 23:00:00,10002,4248.5
2016-05-13 23:00:00,10003,2803.2
2016-05-13 23:00:00,10004,3583.9
2016-05-13 23:00:00,10005,6882.8
2016-05-13 23:00:00,10006,3144.6
2016-05-13 23:00:00,10007,5315.1
2016-05-13 22:00:00,10001,1393.5
2016-05-13 22:00:00,10002,4097.6
2016-05-13 22:00:00,10003,2704.4
2016-05-13 22:00:00,10004,3445.1
2016-05-13 22:00:00,10005,6634.2
2016-05-13 22:00:00,10006,2995.5
2016-05-13 22:00:00,10007,5059.9
2016-05-13 21:00:00,10001,1344.8
2016-05-13 21:00:00,10002,3954.2
2016-05-13 21:00:00,10003,2609.9
2016-05-13 21:00:00,10004,3304.8
2016-05-13 21:00:00,10005,6376.5
2016-05-13 21:00:00,10006,2933.3
2016-05-13 21:00:00,10007,4888.2
2016-05-13 20:00:00,10001,1318.7
2016-05-13 20:00:00,10002,3875.4
2016-05-13 20:00:00,10003,2559.7
2016-05-13 20:00:00,10004,3237.6
2016-05-13 20:00:00,10005,6290
2016-05-13 20:00:00,10006,2845.1
2016-05-13 20:00:00,10007,4768.9
2016-05-13 19:00:00,10001,1311.6
2016-05-13 19:00:00,10002,3855.8
2016-05-13 19:00:00,10003,2544.5
2016-05-13 19:00:00,10004,3273.2
2016-05-13 19:00:00,10005,6243.9
2016-05-13 19:00:00,10006,2859.1
2016-05-13 19:00:00,10007,4753.2
2016-05-13 18:00:00,10001,1321.9
2016-05-13 18:00:00,10002,3888.2
2016-05-13 18:00:00,10003,2565
2016-05-13 18:00:00,10004,3295.6
2016-05-13 18:00:00,10005,6277.5
2016-05-13 18:00:00,10006,2853.8
2016-05-13 18:00:00,10007,4791.8
2016-05-13 17:00:00,10001,1342.8
2016-05-13 17:00:00,10002,3950.8
2016-05-13 17:00:00,10003,2609.4
2016-05-13 17:00:00,10004,3344.5
2016-05-13 17:00:00,10005,6412.9
2016-05-13 17:00:00,10006,2907.2
2016-05-13 17:00:00,10007,4914.2
2016-05-13 16:00:00,10001,1380.2
2016-05-13 16:00:00,10002,4059.5
2016-05-13 16:00:00,10003,2679.3
2016-05-13 16:00:00,10004,3398.7
2016-05-13 16:00:00,10005,6593.5
2016-05-13 16:00:00,10006,3024.8
